OBJECTID,PRICE_NODE,Node_Type,PRICEND_ID,Rec_ID,ACTIV_NODE,Plant,Unit,Substation,ISO_Zone,County,State,Plant_ID,Unit_ID,Settlement,Roll_LMP,Roll_WW,NW_LMP,RT_LMP,Latitude,Longitude
-1,KCPLNRTHEASTUNNE17,Generator,887272,20798,Y,Northeast Station (MO),17, ,KCPL_KCPL,Jackson,MO,1391,388119,KCPLNRTHEASTUNNE17,23.559999999999999,20.809999999999999,25.760000000000002,0.000000000000000,39.122456000000057,-94.559342999999956
-1,KCPLNRTHEASTUNNE18,Generator,887273,20799,Y,Northeast Station (MO),18, ,KCPL_KCPL,Jackson,MO,1391,388120,KCPLNRTHEASTUNNE18,23.559999999999999,20.809999999999999,25.760000000000002,0.000000000000000,39.122456000000057,-94.559342999999956
-1,KCPLPAOLAUNOSA1,Generator,887286,20816,Y,Osawatomie (KCPL),GT1, ,KCPL_KCPL,Miami,KS,593960,593962,KCPLPAOLAUNOSA1,22.739999999999998,19.239999999999998,25.539999999999999,0.000000000000000,38.532007000000078,-94.903044999999963
-1,KCPLWLFCRKUNWC1,Generator,887350,20901,Y,Wolf Creek Generating Station (KS),1, ,KCPL_KCPL,Coffey,KS,77052,387243,KCPLWLFCRKUNWC1,20.140000000000001,16.489999999999998,23.059999999999999,0.000000000000000,38.238918000000069,-95.689421999999979
-1,KCPL_KCPL,Zone,887758,20907,Y, , , ,KCPL_KCPL,Saline,MO,-99,-99,KCPL_KCPL,23.440000000000001,20.550000000000001,25.750000000000000,0.000000000000000,38.993836000000044,-93.256824999999935
-1,KERR_1,Generator,2019321,21126,Y,Robert S Kerr,1, ,GRDA_GRDA,Le Flore,OK,76938,387554,KERR_1,23.489999999999998,21.820000000000000,24.840000000000000,0.000000000000000,35.344965000000059,-94.775716999999986
-1,KERR_2,Generator,2019322,21127,Y,Robert S Kerr,2, ,GRDA_GRDA,Le Flore,OK,76938,401209,KERR_2,23.550000000000001,21.890000000000001,24.879999999999999,0.000000000000000,35.344965000000059,-94.775716999999986
-1,KERR_3,Generator,2019323,21128,Y,Robert S Kerr,3, ,GRDA_GRDA,Le Flore,OK,76938,401210,KERR_3,23.550000000000001,21.890000000000001,24.879999999999999,0.000000000000000,35.344965000000059,-94.775716999999986
-1,KERR_4,Generator,2019324,21129,Y,Robert S Kerr,4, ,GRDA_GRDA,Le Flore,OK,76938,401211,KERR_4,23.489999999999998,21.820000000000000,24.840000000000000,0.000000000000000,35.344965000000059,-94.775716999999986
-1,KIAMICHI_PLANT,Generator,1140634,21169,Y,Kiamichi Energy Facility,CC1, ,AEPM_CSWS,Pittsburg,OK,75304,593048,KIAMICHI_PLANT,27.020000000000000,26.750000000000000,27.239999999999998,0.000000000000000,34.682824000000039,-95.933730999999966
-1,KMEA_EMP1_BALD7,Load,1916025,21394,Y, , ,West Gardner,KCPL_KCPL,Johnson,KS,-99,-99,KMEA_EMP1_BALD7,22.210000000000001,19.090000000000000,24.699999999999999,0.000000000000000,38.787758000000053,-94.988751999999977
-1,KMEA_EMP1_BALD8,Load,1916026,21395,Y, , ,West Gardner,KCPL_KCPL,Johnson,KS,-99,-99,KMEA_EMP1_BALD8,22.210000000000001,19.090000000000000,24.699999999999999,0.000000000000000,38.787758000000053,-94.988751999999977
-1,KMEA_EMP1_GARD1,Generator,1916035,21396,Y,Gardner,CT1, ,KCPL_KCPL,Johnson,KS,74537,396492,KMEA_EMP1_GARD1,22.379999999999999,19.270000000000000,24.870000000000001,0.000000000000000,38.810147000000029,-94.910596999999939
-1,KMEA_EMP1_GARD2,Generator,1916075,21397,Y,Gardner,CT2, ,KCPL_KCPL,Johnson,KS,74537,396493,KMEA_EMP1_GARD2,22.379999999999999,19.270000000000000,24.870000000000001,0.000000000000000,38.810147000000029,-94.910596999999939
-1,KMEA_EMP1_OTTA3,Generator,1916012,21398,Y,Ottawa (KS),IC3, ,KCPL_KCPL,Franklin,KS,76378,400115,KMEA_EMP1_OTTA3,22.719999999999999,19.250000000000000,25.510000000000002,0.000000000000000,38.581010000000049,-95.269448999999952
-1,KMEA_EMP1_OTTA4,Generator,1916013,21399,Y,Ottawa (KS),IC4, ,KCPL_KCPL,Franklin,KS,76378,400116,KMEA_EMP1_OTTA4,22.719999999999999,19.250000000000000,25.510000000000002,0.000000000000000,38.581010000000049,-95.269448999999952
-1,KMEA_EMP1_OTTA5,Load,2019348,21400,Y, , ,Ottawa (KS),KCPL_KCPL,Franklin,KS,-99,-99,KMEA_EMP1_OTTA5,22.719999999999999,19.250000000000000,25.510000000000002,0.000000000000000,38.581010000000049,-95.269448999999952
-1,KMEA_EMP1_OTTA6,Generator,1916053,21401,Y,Ottawa (KS),IC6, ,KCPL_KCPL,Franklin,KS,76378,400117,KMEA_EMP1_OTTA6,22.719999999999999,19.250000000000000,25.510000000000002,0.000000000000000,38.581010000000049,-95.269448999999952
-1,KMEA_EMP1_OTTA7,Generator,1916054,21402,Y,Ottawa (KS),IC7, ,KCPL_KCPL,Franklin,KS,76378,400118,KMEA_EMP1_OTTA7,22.719999999999999,19.250000000000000,25.510000000000002,0.000000000000000,38.581010000000049,-95.269448999999952
-1,KMEA_EMP2_PRAT5,Generator,1977785,21403,Y,Pratt,5, ,SECI_SECI,Pratt,KS,76734,400836,KMEA_EMP2_PRAT5,15.619999999999999,9.400000000000000,20.600000000000001,0.000000000000000,37.635130000000061,-98.749232999999947
-1,LAM345,Interface,887351,21760,Y, , , ,Unknown,Prowers,CO,-99,-99,LAM345,12.400000000000000,5.510000000000000,17.920000000000002,0.000000000000000,38.206760000000031,-102.528847999999982
-1,LES_JSTREET,Generator,1170981,23091,Y,J Street,1, ,LES_LES,Lancaster,NE,75125,397636,LES_JSTREET,20.710000000000001,18.059999999999999,22.840000000000000,0.000000000000000,40.807697000000076,-96.710756999999944
-1,LES_LES,Zone,1170772,23092,Y, , , ,LES_LES,Lancaster,NE,-99,-99,LES_LES,20.699999999999999,18.050000000000001,22.820000000000000,0.000000000000000,40.788124000000039,-96.634034999999983
-1,LES_LFG_1,Generator,1989623,23093,Y,Bluff Road Landfill,GT 1, ,LES_LES,Lancaster,NE,1974510,1974512,LES_LFG_1,20.670000000000002,18.050000000000001,22.780000000000001,0.000000000000000,40.914793000000031,-96.638541999999973
-1,LES_LRS_1,Generator,1936780,23094,Y,Laramie River,1, ,LES_LES,Platte,WY,1759,387057,LES_LRS_1,13.119999999999999,11.150000000000000,14.690000000000000,0.000000000000000,42.109041000000047,-104.880751999999973
-1,LES_ROKEBY_1,Generator,1171013,23095,Y,Rokeby,GT1, ,LES_LES,Lancaster,NE,76981,386851,LES_ROKEBY_1,20.590000000000000,17.940000000000001,22.719999999999999,0.000000000000000,40.732116000000076,-96.736339999999984
-1,LES_ROKEBY_2,Generator,1171014,23096,Y,Rokeby,GT2, ,LES_LES,Lancaster,NE,76981,401316,LES_ROKEBY_2,20.609999999999999,17.949999999999999,22.730000000000000,0.000000000000000,40.732116000000076,-96.736339999999984
-1,LES_ROKEBY_3,Generator,1171015,23097,Y,Rokeby,GT3, ,LES_LES,Lancaster,NE,76981,401317,LES_ROKEBY_3,20.600000000000001,17.940000000000001,22.730000000000000,0.000000000000000,40.732116000000076,-96.736339999999984
-1,LES_TBGS_CC1,Generator,1171000,23098,Y,Terry Bundy Generating Station,GT3, ,LES_LES,Lancaster,NE,78230,587068,LES_TBGS_CC1,20.670000000000002,18.050000000000001,22.780000000000001,0.000000000000000,40.910014000000047,-96.613180999999940
-1,LES_TBGS_CT4,Generator,1171001,23099,Y,Terry Bundy Generating Station,CC, ,LES_LES,Lancaster,NE,78230,606969,LES_TBGS_CT4,20.670000000000002,18.050000000000001,22.780000000000001,0.000000000000000,40.910014000000047,-96.613180999999940
-1,LES_WSEC_3,Generator,1171023,23100,Y,Walter Scott Jr Energy Center,ST3, ,LES_LES,Pottawattamie,IA,2436,392961,LES_WSEC_3,20.739999999999998,18.079999999999998,22.870000000000001,0.000000000000000,41.180212000000040,-95.838535999999976
-1,LES_WSEC_4,Generator,1170771,23101,Y,Walter Scott Jr Energy Center,ST4, ,LES_LES,Pottawattamie,IA,2436,588537,LES_WSEC_4,20.739999999999998,18.079999999999998,22.870000000000001,0.000000000000000,41.180212000000040,-95.838535999999976
-1,LITTLE_ELK_WIND,Generator,2190721,23460,Y,Little Elk Wind Project LLC,WT, ,WFEC_WFEC,Kiowa,OK,2117806,2117808,LITTLE_ELK_WIND,25.020000000000000,22.340000000000000,27.170000000000002,0.000000000000000,35.101859000000047,-98.972801999999945
-1,MARSHALL_WIND,Generator,2158847,24957,Y,Marshall Wind Project (KS),WT 1, ,WR_WR,Marshall,KS,2022288,2022290,MARSHALL_WIND,15.570000000000000,9.830000000000000,22.350000000000001,0.000000000000000,39.821217000000047,-96.380291999999940
-1,MEC,Interface,887353,25385,Y, , , ,Unknown,Dallas,IA,-99,-99,MEC,23.520000000000000,21.730000000000000,24.949999999999999,0.000000000000000,41.664444000000060,-93.890597999999954
-1,MINCOIII,Generator,1879536,26060,Y,Minco Wind Farm,WT126 188, ,OKGE_OKGE,Grady,OK,1335669,1681671,MINCOIII,21.309999999999999,17.160000000000000,24.640000000000001,0.000000000000000,35.302519000000075,-98.029697999999939
-1,MKECCIM_UN1,Generator,910696,26216,Y,Cimarron River,1, ,SECI_SECI,Seward,KS,2444,392988,MKECCIM_UN1,14.410000000000000,7.440000000000000,19.980000000000000,0.000000000000000,37.159134000000051,-100.763141999999959
-1,MKECCIM_UN2,Generator,910697,26217,Y,Cimarron River,2, ,SECI_SECI,Seward,KS,2444,392989,MKECCIM_UN2,14.410000000000000,7.440000000000000,19.980000000000000,0.000000000000000,37.159134000000051,-100.763141999999959
-1,MKECCLIFTON_UN1,Generator,910699,26218,Y,Clifton (KS),1, ,SECI_SECI,Washington,KS,1818,386763,MKECCLIFTON_UN1,17.920000000000002,12.580000000000000,22.190000000000001,0.000000000000000,39.612739000000033,-97.278048999999953
-1,MKECGRAYWIND,Generator,910656,26220,Y,Gray County Wind Energy,WT1 170, ,SECI_SECI,Gray,KS,74694,396854,MKECGRAYWIND,11.460000000000001,4.250000000000000,19.980000000000000,0.000000000000000,37.620825000000025,-100.356510999999955
-1,MKECJUDLR_UN4,Generator,910661,26221,Y,Fort Dodge (KS),4, ,SECI_SECI,Ford,KS,2445,392990,MKECJUDLR_UN4,13.710000000000001,7.040000000000000,19.050000000000001,0.000000000000000,37.732977000000062,-99.950502999999969
-1,MKECMULGRN_UN3,Generator,910666,26222,Y,Great Bend 3,3, ,SECI_SECI,Barton,KS,2446,392991,MKECMULGRN_UN3,16.280000000000001,10.010000000000000,21.300000000000001,0.000000000000000,38.409830000000056,-98.869749999999954
-1,MKECSHOOTSTAR,Generator,1879539,26223,Y,Shooting Star Wind Project,WT1 65, ,SECI_SECI,Kiowa,KS,737331,737332,MKECSHOOTSTAR,13.170000000000000,6.480000000000000,18.520000000000000,0.000000000000000,37.534373000000073,-99.484960999999942
-1,MKEC_KPP_GBURG,Generator,1217989,26224,Y,Greensburg Wind Project (KS),WT1 10, ,SECI_SECI,Kiowa,KS,1139150,1139152,MKEC_KPP_GBURG,13.390000000000001,6.720000000000000,18.730000000000000,0.000000000000000,37.549781000000053,-99.345618999999942
-1,MO.AE.CHIL1.MP,Generator,2000466,26274,Y,Chillicothe,GT1, ,WR_WR,Livingston,MO,73660,394860,MO.AE.CHIL1.MP,22.070000000000000,19.539999999999999,24.090000000000000,0.000000000000000,39.783106000000032,-93.564368999999942
-1,MO.AE.CHIL2.MP,Generator,2000426,26275,Y,Chillicothe,GT2, ,WR_WR,Livingston,MO,73660,394861,MO.AE.CHIL2.MP,22.070000000000000,19.539999999999999,24.090000000000000,0.000000000000000,39.783106000000032,-93.564368999999942
-1,MO.KC.ITAN2.MP,Generator,1324114,26276,Y,Iatan,2, ,WR_WR,Platte,MO,1719,588549,MO.KC.ITAN2.MP,20.800000000000001,17.920000000000002,23.109999999999999,0.000000000000000,39.447632000000056,-94.980060999999978
-1,MO.KC.MARS5.MP,Generator,2000445,26277,Y,Marshall (MO),5, ,WR_WR,Saline,MO,75722,398768,MO.KC.MARS5.MP,23.770000000000000,21.149999999999999,25.859999999999999,0.000000000000000,39.121903000000032,-93.206937999999980
-1,MO.KC.MARS6.MP,Generator,2000461,26278,Y,Marshall (MO),GT1, ,WR_WR,Saline,MO,75722,398772,MO.KC.MARS6.MP,23.770000000000000,21.149999999999999,25.859999999999999,0.000000000000000,39.121903000000032,-93.206937999999980
-1,MPSGRNWD1UN1,Generator,1194814,26782,Y,Greenwood (MO),1, ,MPS_MPS,Jackson,MO,74730,396924,MPSGRNWD1UN1,22.899999999999999,20.260000000000002,25.010000000000002,0.000000000000000,38.861304000000075,-94.298459999999977
-1,MPSGRNWD1UN2,Generator,1194815,26783,Y,Greenwood (MO),2, ,MPS_MPS,Jackson,MO,74730,396925,MPSGRNWD1UN2,22.899999999999999,20.260000000000002,25.010000000000002,0.000000000000000,38.861304000000075,-94.298459999999977
-1,MPSGRNWD1UN3,Generator,1194816,26784,Y,Greenwood (MO),3, ,MPS_MPS,Jackson,MO,74730,396926,MPSGRNWD1UN3,22.890000000000001,20.250000000000000,25.000000000000000,0.000000000000000,38.861304000000075,-94.298459999999977
-1,MPSGRNWD1UN4,Generator,1194817,26785,Y,Greenwood (MO),4, ,MPS_MPS,Jackson,MO,74730,396927,MPSGRNWD1UN4,22.890000000000001,20.250000000000000,25.000000000000000,0.000000000000000,38.861304000000075,-94.298459999999977
-1,MPSIATANUN1,Generator,1194825,26797,Y,Iatan,1, ,MPS_MPS,Platte,MO,1719,386965,MPSIATANUN1,20.800000000000001,17.920000000000002,23.109999999999999,0.000000000000000,39.447632000000056,-94.980060999999978
-1,MPSIATANUN2,Generator,1313675,26798,Y,Iatan,2, ,MPS_MPS,Platte,MO,1719,588549,MPSIATANUN2,20.800000000000001,17.920000000000002,23.109999999999999,0.000000000000000,39.447632000000056,-94.980060999999978
-1,MPSJEFF_UN1,Generator,1194887,26801,Y,Jeffrey Energy Center,1, ,MPS_MPS,Pottawatomie,KS,1720,386909,MPSJEFF_UN1,20.309999999999999,17.280000000000001,22.730000000000000,0.000000000000000,39.286359000000061,-96.117342999999948
-1,MPSJEFF_UN2,Generator,1194888,26802,Y,Jeffrey Energy Center,2, ,MPS_MPS,Pottawatomie,KS,1720,389399,MPSJEFF_UN2,20.410000000000000,17.359999999999999,22.850000000000001,0.000000000000000,39.286359000000061,-96.117342999999948
-1,MPSJEFF_UN3,Generator,1194889,26803,Y,Jeffrey Energy Center,3, ,MPS_MPS,Pottawatomie,KS,1720,389400,MPSJEFF_UN3,20.359999999999999,17.320000000000000,22.800000000000001,0.000000000000000,39.286359000000061,-96.117342999999948
-1,MPSLAKE_RDUN1,Generator,1194846,26822,Y,Lake Road (MO),1, ,MPS_MPS,Buchanan,MO,1393,387625,MPSLAKE_RDUN1,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN2,Generator,1194847,26823,Y,Lake Road (MO),2, ,MPS_MPS,Buchanan,MO,1393,388124,MPSLAKE_RDUN2,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN3,Generator,1194848,26824,Y,Lake Road (MO),3, ,MPS_MPS,Buchanan,MO,1393,388125,MPSLAKE_RDUN3,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN4,Generator,1194849,26825,Y,Lake Road (MO),4, ,MPS_MPS,Buchanan,MO,1393,388126,MPSLAKE_RDUN4,20.949999999999999,18.170000000000002,23.180000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN5,Generator,1194850,26826,Y,Lake Road (MO),5, ,MPS_MPS,Buchanan,MO,1393,388127,MPSLAKE_RDUN5,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN6,Generator,1194851,26827,Y,Lake Road (MO),6, ,MPS_MPS,Buchanan,MO,1393,388128,MPSLAKE_RDUN6,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSLAKE_RDUN7,Generator,1194852,26828,Y,Lake Road (MO),7, ,MPS_MPS,Buchanan,MO,1393,388129,MPSLAKE_RDUN7,21.020000000000000,18.230000000000000,23.250000000000000,0.000000000000000,39.724787000000049,-94.877378999999962
-1,MPSNEVADAUN1,Generator,1194877,26861,Y,Nevada (MO),1, ,MPS_MPS,Vernon,MO,76117,399540,MPSNEVADAUN1,23.980000000000000,21.559999999999999,25.920000000000002,0.000000000000000,37.856312000000059,-94.377866999999981
-1,MPSRGREENUN3,Generator,1194906,26889,Y,Ralph Green,3, ,MPS_MPS,Cass,MO,76809,400986,MPSRGREENUN3,23.170000000000002,20.550000000000001,25.270000000000000,0.000000000000000,38.787551000000065,-94.277604999999937
-1,MPSSHARPER_UN1,Generator,1194918,26901,Y,South Harper Peaking Facility,GT1, ,MPS_MPS,Cass,MO,676826,676827,MPSSHARPER_UN1,22.730000000000000,19.920000000000002,24.969999999999999,0.000000000000000,38.680250000000058,-94.482398999999987
-1,MPSSHARPER_UN2,Generator,1194919,26902,Y,South Harper Peaking Facility,GT2, ,MPS_MPS,Cass,MO,676826,676829,MPSSHARPER_UN2,22.730000000000000,19.920000000000002,24.969999999999999,0.000000000000000,38.680250000000058,-94.482398999999987
-1,MPSSHARPER_UN3,Generator,1194920,26903,Y,South Harper Peaking Facility,GT3, ,MPS_MPS,Cass,MO,676826,676830,MPSSHARPER_UN3,22.730000000000000,19.920000000000002,24.969999999999999,0.000000000000000,38.680250000000058,-94.482398999999987
-1,MPSSIBLEYUN1,Generator,1194924,26908,Y,Sibley (MO),1, ,MPS_MPS,Jackson,MO,1392,387741,MPSSIBLEYUN1,23.239999999999998,20.680000000000000,25.289999999999999,0.000000000000000,39.178342000000043,-94.184267999999975
-1,MPSSIBLEYUN2,Generator,1194925,26909,Y,Sibley (MO),2, ,MPS_MPS,Jackson,MO,1392,388122,MPSSIBLEYUN2,23.250000000000000,20.680000000000000,25.300000000000001,0.000000000000000,39.178342000000043,-94.184267999999975
-1,MPSSIBLEYUN3,Generator,1194926,26910,Y,Sibley (MO),3, ,MPS_MPS,Jackson,MO,1392,388123,MPSSIBLEYUN3,23.210000000000001,20.640000000000001,25.260000000000002,0.000000000000000,39.178342000000043,-94.184267999999975
-1,MPSTWA1UN1,Generator,1194936,26925,Y,Kansas City Intl,1,Twa,MPS_MPS,Platte,MO,75236,386832,MPSTWA1UN1,23.079999999999998,20.329999999999998,25.280000000000001,0.000000000000000,39.297195000000045,-94.693141999999966
-1,MPSTWA1UN2,Generator,1194937,26926,Y,Kansas City Intl,2,Twa,MPS_MPS,Platte,MO,75236,397858,MPSTWA1UN2,23.079999999999998,20.329999999999998,25.280000000000001,0.000000000000000,39.297195000000045,-94.693141999999966
-1,MPS_MPS,Zone,1194953,26944,Y, , , ,MPS_MPS,Nodaway,MO,-99,-99,MPS_MPS,22.960000000000001,20.309999999999999,25.090000000000000,0.000000000000000,40.215976000000069,-94.868811999999991
-1,MSTNG,Generator,888484,27056,Y,Mustang Station,CC, ,SPS_SPS,Yoakum,TX,2110,584322,MSTNG,29.719999999999999,28.590000000000000,30.629999999999999,0.000000000000000,32.972635000000025,-102.741493999999989
-1,MSTNG4,Generator,1149732,27057,Y,YEGC Station,GEN1, ,SPS_SPS,Yoakum,TX,1334139,737201,MSTNG4,29.469999999999999,28.230000000000000,30.449999999999999,0.000000000000000,32.977284000000054,-102.719609999999989
-1,MSTNG5,Generator,1149733,27058,Y,YEGC Station,GEN2, ,SPS_SPS,Yoakum,TX,1334139,910878,MSTNG5,29.460000000000001,28.230000000000000,30.449999999999999,0.000000000000000,32.977284000000054,-102.719609999999989
-1,MSTNG6,Generator,1916019,27059,Y,YEGC Station,GEN3, ,SPS_SPS,Yoakum,TX,1334139,1869387,MSTNG6,29.480000000000000,28.250000000000000,30.469999999999999,0.000000000000000,32.977284000000054,-102.719609999999989
-1,NEBRASKA_CITY_1,Generator,1171134,27580,Y,Nebraska City,1, ,OPPD_OPPD,Otoe,NE,1733,387790,NEBRASKA_CITY_1,20.449999999999999,17.859999999999999,22.520000000000000,0.000000000000000,40.621102000000064,-95.773596999999938
-1,NEBRASKA_CITY_2,Generator,1171135,27581,Y,Nebraska City,2, ,OPPD_OPPD,Otoe,NE,1733,588868,NEBRASKA_CITY_2,20.449999999999999,17.859999999999999,22.520000000000000,0.000000000000000,40.621102000000064,-95.773596999999938
-1,NEE_MAJESTIC2,Generator,1820953,27618,Y,High Majestic Wind,WT54 106, ,SPS_SPS,Carson,TX,1150904,1150907,NEE_MAJESTIC2,9.470000000000001,1.620000000000000,15.750000000000000,0.000000000000000,35.390589000000034,-101.521827999999971
-1,NOBLE_GREAT_PLAINS_WIND,Generator,1157168,27998,Y,Noble Great Plains Windpark,WT1 76, ,SPS_SPS,Hansford,TX,605381,605382,NOBLE_GREAT_PLAINS_WIND,9.779999999999999,1.710000000000000,16.239999999999998,0.000000000000000,36.478370000000041,-101.391165999999942
-1,NORTH_OMAHA_1,Generator,1171142,28097,Y,North Omaha,1, ,OPPD_OPPD,Douglas,NE,1410,387774,NORTH_OMAHA_1,20.980000000000000,18.399999999999999,23.039999999999999,0.000000000000000,41.329893000000027,-95.945697999999936
-1,NORTH_OMAHA_2,Generator,1171143,28098,Y,North Omaha,2, ,OPPD_OPPD,Douglas,NE,1410,388171,NORTH_OMAHA_2,20.980000000000000,18.399999999999999,23.039999999999999,0.000000000000000,41.329893000000027,-95.945697999999936
-1,NORTH_OMAHA_3,Generator,1171144,28099,Y,North Omaha,3, ,OPPD_OPPD,Douglas,NE,1410,388172,NORTH_OMAHA_3,20.980000000000000,18.399999999999999,23.039999999999999,0.000000000000000,41.329893000000027,-95.945697999999936
-1,NORTH_OMAHA_4,Generator,1171145,28100,Y,North Omaha,4, ,OPPD_OPPD,Douglas,NE,1410,388173,NORTH_OMAHA_4,20.980000000000000,18.399999999999999,23.039999999999999,0.000000000000000,41.329893000000027,-95.945697999999936
-1,NORTH_OMAHA_5,Generator,1171146,28101,Y,North Omaha,5, ,OPPD_OPPD,Douglas,NE,1410,388174,NORTH_OMAHA_5,20.980000000000000,18.399999999999999,23.039999999999999,0.000000000000000,41.329893000000027,-95.945697999999936
-1,NPPD_ADMCOGEN,Generator,1324110,28495,Y,ADM Columbus Cogeneration,ST, ,NPPD_NPPD,Platte,NE,1358974,1358976,NPPD_ADMCOGEN,20.640000000000001,17.960000000000001,22.780000000000001,0.000000000000000,41.424686000000065,-97.290207999999950
-1,NPPD_AINSWIND,Generator,1170773,28496,Y,NPPD Ainsworth Wind,WT1 36, ,NPPD_NPPD,Brown,NE,605133,606372,NPPD_AINSWIND,19.550000000000001,16.510000000000002,21.980000000000000,0.000000000000000,42.451408000000072,-99.895343999999966
-1,NPPD_BBW1,Generator,1879529,28497,Y,Broken Bow Wind,WT1 50, ,NPPD_NPPD,Custer,NE,1313553,1313555,NPPD_BBW1,16.350000000000001,13.070000000000000,18.969999999999999,0.000000000000000,41.520633000000032,-99.593318999999951
-1,NPPD_BBW2,Generator,2019357,28498,Y,Broken Bow Wind,WT51 97, ,NPPD_NPPD,Custer,NE,1313553,1587710,NPPD_BBW2,16.340000000000000,13.060000000000000,18.969999999999999,0.000000000000000,41.520633000000032,-99.593318999999951
-1,NPPD_BPS,Generator,1170793,28499,Y,Beatrice,CC, ,NPPD_NPPD,Gage,NE,587613,588523,NPPD_BPS,20.109999999999999,17.260000000000002,22.390000000000001,0.000000000000000,40.330132000000049,-96.808818999999971
-1,NPPD_CANADAY,Generator,1170821,28500,Y,Canaday,1, ,NPPD_NPPD,Gosper,NE,1405,388161,NPPD_CANADAY,16.640000000000001,13.369999999999999,19.250000000000000,0.000000000000000,40.694529000000045,-99.701554999999985
-1,NPPD_COLUMBS_1,Generator,1170831,28501,Y,Columbus (NE),1, ,NPPD_NPPD,Platte,NE,73768,395043,NPPD_COLUMBS_1,20.579999999999998,17.899999999999999,22.730000000000000,0.000000000000000,41.463623000000041,-97.328162999999961
-1,NPPD_COLUMBS_2,Generator,1170832,28502,Y,Columbus (NE),2, ,NPPD_NPPD,Platte,NE,73768,395044,NPPD_COLUMBS_2,20.570000000000000,17.890000000000001,22.719999999999999,0.000000000000000,41.463623000000041,-97.328162999999961
-1,NPPD_COLUMBS_3,Generator,1170833,28503,Y,Columbus (NE),3, ,NPPD_NPPD,Platte,NE,73768,395045,NPPD_COLUMBS_3,20.590000000000000,17.910000000000000,22.730000000000000,0.000000000000000,41.463623000000041,-97.328162999999961
-1,NPPD_COMB_WEC2,Generator,1989605,28504,Y,Whelan Energy Center,2, ,NPPD_NPPD,Adams,NE,2252,588562,NPPD_COMB_WEC2,18.079999999999998,14.830000000000000,20.680000000000000,0.000000000000000,40.580779000000064,-98.312724999999944
-1,NPPD_COOPR,Generator,1170841,28505,Y,Cooper,1, ,NPPD_NPPD,Nemaha,NE,73813,387414,NPPD_COOPR,20.629999999999999,17.969999999999999,22.750000000000000,0.000000000000000,40.362168000000054,-95.641234999999938
-1,NPPD_CRFTNWIND,Generator,1879530,28506,Y,Crofton Bluffs Wind Farm,WT1 22, ,NPPD_NPPD,Knox,NE,1580715,1580717,NPPD_CRFTNWIND,20.480000000000000,17.710000000000001,22.699999999999999,0.000000000000000,42.698094000000026,-97.579824999999971
-1,NPPD_ELKHNWIND,Generator,1170862,28507,Y,Elkhorn Ridge Wind,WT1 27, ,NPPD_NPPD,Knox,NE,1134210,1134212,NPPD_ELKHNWIND,20.559999999999999,17.789999999999999,22.770000000000000,0.000000000000000,42.668541000000062,-97.659119999999973
-1,NPPD_GGS1,Generator,1170904,28508,Y,Gerald Gentleman,1, ,NPPD_NPPD,Lincoln,NE,1724,387415,NPPD_GGS1,14.050000000000001,11.529999999999999,16.070000000000000,0.000000000000000,41.080918000000054,-101.141556999999978
-1,NPPD_GGS2,Generator,1170905,28509,Y,Gerald Gentleman,2, ,NPPD_NPPD,Lincoln,NE,1724,389414,NPPD_GGS2,14.039999999999999,11.480000000000000,16.090000000000000,0.000000000000000,41.080918000000054,-101.141556999999978
-1,NPPD_GRIS_BUR3,Generator,1916030,28512,Y,C W Burdick,3, ,NPPD_NPPD,Hall,NE,1407,388166,NPPD_GRIS_BUR3,18.780000000000001,15.670000000000000,21.260000000000002,0.000000000000000,40.922799000000055,-98.326811999999961
-1,NPPD_GRIS_GT1,Generator,1916066,28513,Y,C W Burdick,GT1, ,NPPD_NPPD,Hall,NE,1407,388167,NPPD_GRIS_GT1,18.800000000000001,15.690000000000000,21.289999999999999,0.000000000000000,40.922799000000055,-98.326811999999961
-1,NPPD_GRIS_GT2,Generator,1916042,28514,Y,C W Burdick,GT2, ,NPPD_NPPD,Hall,NE,1407,585707,NPPD_GRIS_GT2,18.780000000000001,15.670000000000000,21.260000000000002,0.000000000000000,40.922799000000055,-98.326811999999961
-1,NPPD_GRIS_GT3,Generator,1916056,28515,Y,C W Burdick,GT3, ,NPPD_NPPD,Hall,NE,1407,585708,NPPD_GRIS_GT3,18.780000000000001,15.670000000000000,21.260000000000002,0.000000000000000,40.922799000000055,-98.326811999999961
-1,NPPD_GRIS_PGS1,Generator,1916039,28516,Y,Platte,1, ,NPPD_NPPD,Hall,NE,2251,392135,NPPD_GRIS_PGS1,18.690000000000001,15.580000000000000,21.170000000000002,0.000000000000000,40.854063000000053,-98.348121999999989
